image_name,target
ISIC_0199780,7.124164e-05
ISIC_0200120,0.03000213
ISIC_0204399,1.7656073e-05
ISIC_0204875,0.0012800504
ISIC_0205627,3.844001e-05
ISIC_0206261,0.0001315604
ISIC_0206934,0.12314894
ISIC_0207197,0.0007532791
ISIC_0208233,0.018743563
ISIC_0209640,2.6766846e-05
ISIC_0210915,7.5385624e-06
ISIC_0212435,0.0004302914
ISIC_0212468,2.554389e-05
ISIC_0213848,0.00020217826
ISIC_0216203,3.5235753e-05
ISIC_0216447,0.014728363
ISIC_0220438,0.0097081205
ISIC_0220466,0.0020939717
ISIC_0223354,2.630017e-06
ISIC_0223463,0.0013277999
ISIC_0223760,2.3970446e-05
ISIC_0224309,0.0021014353
ISIC_0225471,0.00020660779
ISIC_0225894,0.00033718307
ISIC_0226234,0.00016602673
ISIC_0227767,6.440867e-05
ISIC_0228452,0.00018102376
ISIC_0229266,0.0004074586
ISIC_0230247,9.627985e-05
ISIC_0230499,0.0013978865
ISIC_0231539,0.00078383554
ISIC_0231788,4.3329823e-05
ISIC_0232763,0.0010888611
ISIC_0235107,0.0012137825
ISIC_0235501,0.056040224
ISIC_0235505,0.0013693274
ISIC_0235542,8.682071e-06
ISIC_0238185,7.1165787e-06
ISIC_0238872,0.0035724803
ISIC_0239635,5.4114986e-07
ISIC_0240839,4.3648062e-05
ISIC_0241566,0.0154105555
ISIC_0243686,0.00061320484
ISIC_0243937,4.994433e-05
ISIC_0244266,0.00068168866
ISIC_0244465,0.00012473646
ISIC_0244617,0.000117221694
ISIC_0244885,2.6390283e-06
ISIC_0245273,2.5732179e-05
ISIC_0246008,1.9229608e-05
ISIC_0246211,7.437203e-05
ISIC_0248702,0.0003029642
ISIC_0251455,0.0041508204
ISIC_0251656,4.716811e-05
ISIC_0252811,0.00016999347
ISIC_0254594,1.207479e-06
ISIC_0255112,2.3296946e-06
ISIC_0256267,8.36658e-10
ISIC_0258149,0.001127873
ISIC_0258489,0.0001496679
ISIC_0258717,5.9036975e-05
ISIC_0259209,0.6533516
ISIC_0259237,0.0032726694
ISIC_0261866,0.018428141
ISIC_0261904,0.00015532007
ISIC_0261907,2.225924e-06
ISIC_0262392,3.4286893e-06
ISIC_0262492,0.00027475654
ISIC_0263920,2.6977611e-06
ISIC_0265011,6.4688393e-06
ISIC_0267082,0.0011831723
ISIC_0268025,1.7437516e-05
ISIC_0268451,0.0011541999
ISIC_0269476,0.0012372666
ISIC_0270022,0.001242048
ISIC_0270367,0.00010909832
ISIC_0271223,3.8431008e-07
ISIC_0272190,0.00091268646
ISIC_0273533,2.3913058e-06
ISIC_0274458,1.4522378e-05
ISIC_0274698,0.0020103338
ISIC_0274789,0.04997255
ISIC_0276718,0.0014644118
ISIC_0280382,4.8749433e-05
ISIC_0280752,0.0003325158
ISIC_0280782,0.013136801
ISIC_0280827,0.0024337284
ISIC_0281227,5.940513e-06
ISIC_0282269,0.000132342
ISIC_0282486,0.00022201246
ISIC_0282737,0.0032957506
ISIC_0284147,3.0316635e-08
ISIC_0284441,0.5638933
ISIC_0284485,0.00078409386
ISIC_0285491,0.00014734843
ISIC_0285697,0.00035020706
ISIC_0286688,0.00022094185
ISIC_0287132,1.3069354e-05
ISIC_0287325,0.07930522
ISIC_0288225,8.1309554e-05
ISIC_0290187,8.055499e-05
ISIC_0291705,2.6857674e-07
ISIC_0292996,0.0015965535
ISIC_0294150,0.010452691
ISIC_0296540,0.00041548137
ISIC_0297539,0.00091854815
ISIC_0297702,0.000663597
ISIC_0298417,0.00039138444
ISIC_0299870,0.0043636314
ISIC_0300002,9.699198e-06
ISIC_0301547,0.013265195
ISIC_0301769,9.397046e-05
ISIC_0304467,7.880021e-07
ISIC_0304666,8.0744866e-07
ISIC_0304667,0.002105327
ISIC_0306094,4.2405074e-05
ISIC_0307004,5.4256325e-05
ISIC_0307411,0.00011835861
ISIC_0309192,0.0059497342
ISIC_0309503,0.00079605693
ISIC_0310320,0.025073338
ISIC_0311235,0.020089306
ISIC_0311814,1.701622e-06
ISIC_0312717,6.4190834e-05
ISIC_0313675,9.738411e-05
ISIC_0317285,0.03286514
ISIC_0318934,2.075545e-06
ISIC_0319131,8.886159e-06
ISIC_0319990,0.00040393628
ISIC_0320662,1.6929487e-06
ISIC_0321218,2.8954923e-05
ISIC_0321906,0.0065042377
ISIC_0321948,9.585291e-05
ISIC_0322514,0.0010902263
ISIC_0327756,7.1015595e-05
ISIC_0328346,1.2352096e-05
ISIC_0328687,6.4097403e-06
ISIC_0328823,0.00012446225
ISIC_0329169,3.248433e-05
ISIC_0329910,7.1760514e-06
ISIC_0330060,0.00076206506
ISIC_0330886,0.000627008
ISIC_0332421,9.240721e-06
ISIC_0332456,0.01967995
ISIC_0334179,8.661029e-05
ISIC_0335244,9.644113e-05
ISIC_0335886,1.6493646e-05
ISIC_0336093,0.003357606
ISIC_0338118,0.0017948025
ISIC_0338587,9.268937e-06
ISIC_0339455,0.0035055515
ISIC_0340198,0.00011409911
ISIC_0340572,0.004274072
ISIC_0341315,4.100319e-06
ISIC_0343131,0.00027460218
ISIC_0343283,0.11088036
ISIC_0346766,0.00093878154
ISIC_0347157,3.84898e-06
ISIC_0348342,0.0009675461
ISIC_0350347,0.00036840406
ISIC_0350470,5.0773995e-08
ISIC_0351156,0.11558308
ISIC_0351912,0.0012363475
ISIC_0352620,2.1967717e-05
ISIC_0353021,2.3426972e-05
ISIC_0355377,4.730312e-05
ISIC_0358260,8.909323e-06
ISIC_0358623,8.4947475e-05
ISIC_0359676,9.2855844e-05
ISIC_0359720,4.8515985e-06
ISIC_0361122,3.6734853e-06
ISIC_0366488,0.001788971
ISIC_0367795,0.00042391216
ISIC_0367988,0.008111014
ISIC_0368092,0.000111188514
ISIC_0368696,2.9641207e-05
ISIC_0369888,0.0012902184
ISIC_0370322,0.020675857
ISIC_0371470,9.154778e-06
ISIC_0371907,0.00012470307
ISIC_0372927,0.00091220485
ISIC_0372955,0.00022277025
ISIC_0372971,5.904864e-05
ISIC_0373723,4.7361348e-07
ISIC_0375431,1.1656065e-05
ISIC_0377642,0.0013399998
ISIC_0378391,0.0019232385
ISIC_0378668,0.00057453936
ISIC_0379549,4.191978e-05
ISIC_0380224,0.00086521055
ISIC_0381595,0.007605385
ISIC_0382931,0.0077935862
ISIC_0383641,0.0004024009
ISIC_0383780,9.321888e-06
ISIC_0385415,0.2894265
ISIC_0385463,4.7157e-05
ISIC_0385865,0.1634844
ISIC_0388802,0.00018919611
ISIC_0389010,0.019506335
ISIC_0389392,0.00034171896
ISIC_0389675,3.0694673e-06
ISIC_0390209,6.0274386e-05
ISIC_0391046,0.9568454
ISIC_0391777,4.804392e-05
ISIC_0392680,0.00019844115
ISIC_0392931,0.0002254337
ISIC_0393891,0.0002188697
ISIC_0394533,0.0012233132
ISIC_0394763,1.8582066e-05
ISIC_0394802,0.00019230132
ISIC_0395681,0.009371433
ISIC_0395885,6.3023763e-06
ISIC_0398134,0.00077475235
ISIC_0400652,6.508959e-05
ISIC_0401679,0.0001615363
ISIC_0403198,0.00013788513
ISIC_0406137,1.155633e-06
ISIC_0407054,0.00012814139
ISIC_0407220,3.3983455e-05
ISIC_0408372,1.2632585e-05
ISIC_0408969,6.8964466e-05
ISIC_0409388,4.3316308e-05
ISIC_0410649,0.009555049
ISIC_0411243,0.0003635143
ISIC_0414776,2.6889742e-05
ISIC_0416431,9.122005e-05
ISIC_0416708,0.00013159256
ISIC_0418978,0.00024034904
ISIC_0419005,0.0020222373
ISIC_0421107,0.0048702187
ISIC_0424070,0.010754216
ISIC_0426960,0.000113341244
ISIC_0427371,8.19881e-06
ISIC_0429551,1.223897e-06
ISIC_0431350,0.00013184434
ISIC_0431499,0.021786556
ISIC_0431738,0.00029917774
ISIC_0432133,0.032850403
ISIC_0432265,0.00045046804
ISIC_0432894,5.7807716e-05
ISIC_0433895,0.00044534958
ISIC_0434253,0.0013411724
ISIC_0434274,1.00638945e-05
ISIC_0434285,1.1283487e-06
ISIC_0434890,0.00037886907
ISIC_0434920,5.795346e-05
ISIC_0435283,3.7991947e-05
ISIC_0435396,3.4024454e-06
ISIC_0436298,0.0010990836
ISIC_0436727,7.523969e-05
ISIC_0436779,1.798305e-05
ISIC_0436884,0.00018539769
ISIC_0437081,0.04021823
ISIC_0437384,1.1660431e-05
ISIC_0437987,0.00030466565
ISIC_0438584,3.0062874e-05
ISIC_0439475,3.5600901e-06
ISIC_0441244,8.926394e-05
ISIC_0442293,0.525085
ISIC_0442567,0.0041377963
ISIC_0445097,4.1501124e-05
ISIC_0446097,0.006024681
ISIC_0446287,0.00050176936
ISIC_0446447,0.00011293797
ISIC_0448691,0.00012181973
ISIC_0450552,0.0006197009
ISIC_0451155,0.0038067356
ISIC_0451665,0.00559132
ISIC_0452297,9.734345e-05
ISIC_0453555,0.00021455236
ISIC_0454124,0.0006830545
ISIC_0454916,0.00012563234
ISIC_0456176,0.050341595
ISIC_0456797,2.467914e-06
ISIC_0457344,0.00070093165
ISIC_0457384,7.4695313e-06
ISIC_0457494,8.7012835e-05
ISIC_0457530,3.1513977e-05
ISIC_0457688,0.0001970309
ISIC_0459718,3.0957833e-06
ISIC_0460023,0.000116734846
ISIC_0460170,0.04844492
ISIC_0460323,3.2150372e-05
ISIC_0461615,0.032537885
ISIC_0462037,0.004720354
ISIC_0462120,0.0006649307
ISIC_0462327,0.0001970513
ISIC_0462336,0.00037469913
ISIC_0462792,2.959184e-06
ISIC_0463800,0.0021953953
ISIC_0464417,6.28836e-05
ISIC_0465975,2.2338722e-06
ISIC_0467617,0.00962549
ISIC_0468644,1.1464947e-06
ISIC_0469457,0.0009694309
ISIC_0470465,0.010555079
ISIC_0470699,0.8012057
ISIC_0473489,1.876384e-06
ISIC_0474220,5.1422376e-05
ISIC_0476927,2.8361992e-06
ISIC_0477213,0.0053914404
ISIC_0477217,3.0180224e-06
ISIC_0477424,2.9154678e-06
ISIC_0477793,0.007450611
ISIC_0477875,7.6721946e-05
ISIC_0477986,3.1036456e-05
ISIC_0479726,0.00068023213
ISIC_0479755,1.4455394e-05
ISIC_0480158,0.0007530068
ISIC_0481105,0.95475966
ISIC_0482298,0.00074714894
ISIC_0482617,8.99475e-06
ISIC_0485889,0.00014994708
ISIC_0486436,1.8615102e-06
ISIC_0487789,0.00079606974
ISIC_0488846,6.700199e-06
ISIC_0490555,4.5104527e-05
ISIC_0492058,0.0010081717
ISIC_0493101,0.0022520644
ISIC_0493429,0.018809821
ISIC_0493786,0.0040480862
ISIC_0495167,5.630725e-05
ISIC_0495234,0.0017491265
ISIC_0495887,0.036519885
ISIC_0495948,0.0017923923
ISIC_0497721,0.00029310308
ISIC_0498659,0.0031216266
ISIC_0500319,8.642316e-06
ISIC_0500851,0.0006736867
ISIC_0501199,0.005449862
ISIC_0501295,5.3027446e-07
ISIC_0502032,4.6040245e-06
ISIC_0502364,0.0002756662
ISIC_0504453,0.0056019453
ISIC_0504686,0.0033696038
ISIC_0504935,0.00014311708
ISIC_0505403,0.00049566355
ISIC_0505447,8.905912e-06
ISIC_0506082,2.1996564e-05
ISIC_0506198,0.0009944191
ISIC_0508596,0.016230455
ISIC_0509538,1.2402966e-06
ISIC_0510408,0.00049043744
ISIC_0510439,0.00028378586
ISIC_0510794,0.0048232684
ISIC_0511981,0.0028021992
ISIC_0513674,0.0002959118
ISIC_0513808,1.8826748e-05
ISIC_0515041,0.00010031119
ISIC_0515737,0.008014288
ISIC_0517531,0.0001280639
ISIC_0517673,9.656818e-05
ISIC_0519860,3.063276e-05
ISIC_0520611,0.120227575
ISIC_0521580,4.7104284e-05
ISIC_0521689,8.356835e-05
ISIC_0521877,3.7375164e-06
ISIC_0522569,0.00013308354
ISIC_0523596,0.0012891373
ISIC_0524466,0.025584638
ISIC_0524604,2.2467613e-05
ISIC_0525213,3.4425004e-05
ISIC_0525405,0.0001000014
ISIC_0527588,0.0010081484
ISIC_0528304,0.0002586235
ISIC_0528945,7.498837e-06
ISIC_0530946,0.00022476703
ISIC_0532813,1.0082597e-06
ISIC_0533917,0.00039622633
ISIC_0535264,0.13279979
ISIC_0535812,0.002808333
ISIC_0536393,0.0003752616
ISIC_0537310,0.0011752036
ISIC_0537430,0.0056226645
ISIC_0538335,0.008241262
ISIC_0538391,0.017013224
ISIC_0539046,0.00034928476
ISIC_0539432,0.5788154
ISIC_0539662,8.865744e-05
ISIC_0541206,3.9416198e-05
ISIC_0542744,0.0007143177
ISIC_0542899,4.7618596e-05
ISIC_0543866,5.9144106e-05
ISIC_0544482,2.45828e-05
ISIC_0545219,0.00016433823
ISIC_0545222,0.0020198645
ISIC_0546119,1.583173e-07
ISIC_0546506,0.021846771
ISIC_0546632,0.0016166465
ISIC_0546682,0.00014251878
ISIC_0547086,0.0036545827
ISIC_0548182,0.0005373506
ISIC_0548968,0.027973697
ISIC_0550777,0.001205315
ISIC_0554395,0.00092996424
ISIC_0554507,5.919278e-05
ISIC_0554535,9.910159e-08
ISIC_0554819,0.00029301457
ISIC_0555540,1.7982252e-06
ISIC_0556297,0.00037823527
ISIC_0556505,0.0018992719
ISIC_0556568,2.5798094e-05
ISIC_0557285,9.316001e-06
ISIC_0557595,2.8127576e-07
ISIC_0557850,1.8406517e-05
ISIC_0558458,0.00042287292
ISIC_0558563,0.00031262665
ISIC_0558899,0.034633934
ISIC_0559101,0.0017608765
ISIC_0561202,0.0020128123
ISIC_0564203,1.1559884e-05
ISIC_0565070,0.00036501518
ISIC_0567332,3.4951423e-05
ISIC_0570796,0.0026573958
ISIC_0571162,0.00042766542
ISIC_0571336,5.048953e-05
ISIC_0572486,0.0007939353
ISIC_0574930,8.651354e-05
ISIC_0576125,3.8649876e-05
ISIC_0578316,1.4257102e-05
ISIC_0578354,0.019954095
ISIC_0579350,6.125882e-05
ISIC_0579367,0.00015232712
ISIC_0580265,0.0014214236
ISIC_0582447,0.006171965
ISIC_0582531,0.019724414
ISIC_0583833,4.04692e-05
ISIC_0584197,0.062211737
ISIC_0585534,0.8507265
ISIC_0586493,6.128063e-05
ISIC_0586601,3.0715026e-05
ISIC_0587024,0.00026756924
ISIC_0587027,0.00063861767
ISIC_0587527,0.00011975725
ISIC_0588157,0.0005603552
ISIC_0588162,0.06270312
ISIC_0588352,0.3117658
ISIC_0589061,3.928816e-05
ISIC_0590646,2.6167834e-06
ISIC_0591142,0.88837373
ISIC_0591685,3.5981237e-05
ISIC_0592225,0.00010054475
ISIC_0592796,2.8305113e-08
ISIC_0594374,0.00067560474
ISIC_0594932,0.00015566319
ISIC_0595682,0.0006839703
ISIC_0596005,0.056450367
ISIC_0596499,0.0007225448
ISIC_0598190,0.00023493545
ISIC_0598769,0.0016074993
ISIC_0600649,6.3098582e-06
ISIC_0600710,2.0865424e-05
ISIC_0602170,2.6749536e-05
ISIC_0602633,0.24034807
ISIC_0603307,0.00040993383
ISIC_0604055,0.0007120324
ISIC_0604516,0.00013103358
ISIC_0605259,0.00015463603
ISIC_0606244,0.9931229
ISIC_0607037,0.00015468558
ISIC_0607397,3.744478e-05
ISIC_0607473,0.0001362187
ISIC_0607693,9.8471e-05
ISIC_0608042,0.0044768215
ISIC_0608105,0.00012101936
ISIC_0608330,2.7775277e-05
ISIC_0609220,4.484877e-07
ISIC_0609770,6.159261e-05
ISIC_0610325,0.0025433819
ISIC_0611293,2.9530886e-05
ISIC_0611390,0.04542403
ISIC_0611822,6.224545e-06
ISIC_0612337,1.5185927e-07
ISIC_0613199,5.60715e-06
ISIC_0613239,3.1026793e-05
ISIC_0613293,5.2796997e-05
ISIC_0613555,0.122217506
ISIC_0613748,8.211247e-06
ISIC_0615241,0.0002499799
ISIC_0616900,7.9967253e-07
ISIC_0619695,9.075296e-06
ISIC_0620316,0.00024665985
ISIC_0620379,0.00017725742
ISIC_0620581,0.00011062304
ISIC_0621355,0.0007952431
ISIC_0621919,1.766275e-06
ISIC_0622203,5.9181693e-05
ISIC_0622461,7.5646945e-05
ISIC_0623254,0.0002249912
ISIC_0623493,0.0002851427
ISIC_0623650,0.00034046962
ISIC_0624194,0.00022526733
ISIC_0627128,0.0010410204
ISIC_0627467,0.0003626899
ISIC_0631039,1.4216633e-05
ISIC_0633018,0.09036407
ISIC_0633831,0.0004158115
ISIC_0634161,0.0016582725
ISIC_0634896,0.0017351932
ISIC_0635396,3.7730755e-05
ISIC_0635721,0.015716024
ISIC_0636920,7.761572e-06
ISIC_0637104,0.06508654
ISIC_0637231,1.6037206e-05
ISIC_0639631,0.0011541179
ISIC_0640439,0.0002128313
ISIC_0641371,2.1469768e-05
ISIC_0644758,1.0149031e-06
ISIC_0644873,0.00013524583
ISIC_0645560,0.00015365222
ISIC_0646211,0.03608848
ISIC_0646723,0.00020788836
ISIC_0647385,6.410369e-06
ISIC_0649394,1.0561327e-05
ISIC_0650063,0.025134377
ISIC_0650090,9.292074e-05
ISIC_0653629,0.00016128467
ISIC_0653693,0.00016289597
ISIC_0653761,0.000225047
ISIC_0654120,1.5402708e-06
ISIC_0655378,5.3111734e-07
ISIC_0655512,0.0001265548
ISIC_0656308,0.000107826345
ISIC_0660782,0.33177465
ISIC_0660925,0.0018374885
ISIC_0662288,3.580737e-07
ISIC_0663197,6.240921e-06
ISIC_0663707,6.9737043e-09
ISIC_0664454,4.660159e-06
ISIC_0664524,1.6247709e-06
ISIC_0665430,1.5933974e-05
ISIC_0665521,4.281118e-06
ISIC_0667449,1.6750435e-05
ISIC_0668855,0.0016900331
ISIC_0669360,0.08612964
ISIC_0671119,0.0032414987
ISIC_0673217,0.0012903411
ISIC_0673441,0.10520038
ISIC_0673705,0.0003696911
ISIC_0673777,3.972586e-05
ISIC_0673970,0.0055561312
ISIC_0674308,0.00035092386
ISIC_0674636,0.0043650824
ISIC_0674769,0.000532967
ISIC_0675554,1.5147016e-06
ISIC_0675743,8.6664954e-07
ISIC_0676272,0.00094271684
ISIC_0676443,0.0026227182
ISIC_0676863,1.1523164e-05
ISIC_0677660,0.0003332636
ISIC_0678034,0.00015540906
ISIC_0680997,7.254285e-05
ISIC_0681019,0.0024263142
ISIC_0681410,0.0008680736
ISIC_0681751,0.004185157
ISIC_0682057,0.012844613
ISIC_0682495,9.333519e-08
ISIC_0682907,0.00017328151
ISIC_0682960,0.00026974638
ISIC_0684256,0.042179517
ISIC_0684654,8.812894e-05
ISIC_0684862,0.0031574194
ISIC_0685033,0.0004580561
ISIC_0685067,0.0579409
ISIC_0686961,0.049166907
ISIC_0689307,5.0437815e-05
ISIC_0692073,0.00032058556
ISIC_0695000,0.0035123145
ISIC_0695255,7.806136e-05
ISIC_0695851,3.2578096e-06
ISIC_0697455,0.00033588763
ISIC_0698209,0.0011381913
ISIC_0700078,0.0007773326
ISIC_0700201,3.0814885e-05
ISIC_0701187,0.020751953
ISIC_0701649,0.0011576472
ISIC_0701776,1.24912e-06
ISIC_0703440,6.0594513e-05
ISIC_0703903,3.8548415e-06
ISIC_0703979,2.4032912e-05
ISIC_0704243,7.309298e-08
ISIC_0704245,0.00018842003
ISIC_0704435,8.2795e-05
ISIC_0705764,5.7612073e-05
ISIC_0705909,4.1510146e-05
ISIC_0707036,0.0020503486
ISIC_0707359,0.00015471538
ISIC_0707819,2.2931796e-05
ISIC_0708442,0.009163944
ISIC_0708867,0.00016883036
ISIC_0708878,0.00502599
ISIC_0710840,0.0063584787
ISIC_0712978,0.0011704646
ISIC_0713157,1.1313802e-05
ISIC_0714126,1.8699786e-05
ISIC_0714540,4.2807675e-05
ISIC_0715784,8.806846e-05
ISIC_0715864,0.0001982506
ISIC_0716650,0.0001597072
ISIC_0717635,2.7380158e-05
ISIC_0718698,0.00052008225
ISIC_0719763,1.097548e-06
ISIC_0720050,1.1197781e-05
ISIC_0720319,1.8069877e-05
ISIC_0721575,5.2953663e-07
ISIC_0721927,0.0061605433
ISIC_0722065,0.009125661
ISIC_0722323,6.319122e-06
ISIC_0723369,7.068345e-05
ISIC_0723819,0.00076124165
ISIC_0724106,0.0014982915
ISIC_0724784,0.00075068045
ISIC_0727953,4.207445e-05
ISIC_0728055,0.13106915
ISIC_0728474,0.0008306203
ISIC_0728977,1.4548667e-05
ISIC_0729188,0.076266065
ISIC_0729365,0.002462967
ISIC_0732158,4.3598043e-06
ISIC_0732261,3.4249115e-05
ISIC_0733408,0.0018388394
ISIC_0734038,0.002459923
ISIC_0734761,0.0019048003
ISIC_0735344,0.0030837944
ISIC_0735361,6.789305e-07
ISIC_0735507,9.331438e-05
ISIC_0737285,0.0006906485
ISIC_0737596,0.008079715
ISIC_0737951,0.011873964
ISIC_0738067,0.019127535
ISIC_0738616,0.00043567238
ISIC_0739064,8.0501883e-07
ISIC_0739401,7.541131e-05
ISIC_0740997,0.033619244
ISIC_0743576,1.5056528e-05
ISIC_0743739,0.00017927565
ISIC_0743789,0.00011748976
ISIC_0746818,0.0054766587
ISIC_0747114,6.363024e-05
ISIC_0748291,3.2532975e-05
ISIC_0749073,0.001425443
ISIC_0749202,6.297532e-05
ISIC_0752872,7.797623e-05
ISIC_0753499,0.00031801034
ISIC_0755453,0.0033796206
ISIC_0756977,0.00045272725
ISIC_0757171,0.0027934774
ISIC_0758024,4.9322107e-06
ISIC_0758246,1.3702825e-05
ISIC_0758568,0.017622147
ISIC_0759383,0.0061342423
ISIC_0760154,0.051282253
ISIC_0760260,1.6988043e-06
ISIC_0762091,6.397282e-05
ISIC_0763495,0.00010035863
ISIC_0764739,0.00048467662
ISIC_0765355,0.04588815
ISIC_0767812,3.301625e-06
ISIC_0769066,1.5779186e-05
ISIC_0770095,4.60822e-05
ISIC_0770234,3.2659802e-05
ISIC_0770508,0.010033289
ISIC_0770817,0.0010192427
ISIC_0771788,0.011946258
ISIC_0772522,2.9912952e-05
ISIC_0772578,0.28695235
ISIC_0772706,0.000163989
ISIC_0773190,4.18318e-05
ISIC_0774444,0.0008721265
ISIC_0775579,0.0039832094
ISIC_0775584,0.17330801
ISIC_0776524,5.1764073e-05
ISIC_0776616,4.9806167e-05
ISIC_0776803,0.0005385374
ISIC_0776824,0.0006821105
ISIC_0777077,0.013728149
ISIC_0778512,0.0025730478
ISIC_0779258,7.3713796e-05
ISIC_0780165,0.0007656776
ISIC_0781571,0.0060371943
ISIC_0784160,1.7473316e-05
ISIC_0785830,0.00025736907
ISIC_0786267,6.245582e-05
ISIC_0786322,0.01868506
ISIC_0788550,0.0012662462
ISIC_0792325,6.416001e-06
ISIC_0792492,0.011556131
ISIC_0792564,9.003752e-05
ISIC_0792986,4.2245527e-05
ISIC_0794617,0.114692196
ISIC_0795653,0.0038496444
ISIC_0796707,0.0006650783
ISIC_0797113,0.00011802179
ISIC_0799427,0.037758313
ISIC_0799785,7.2922785e-07
ISIC_0799979,0.0035678714
ISIC_0800693,0.0002866484
ISIC_0801740,0.0033825927
ISIC_0802693,0.0015808473
ISIC_0803310,3.5951034e-05
ISIC_0803341,0.006346472
ISIC_0803636,2.7119988e-05
ISIC_0804023,0.0030448672
ISIC_0805392,0.00088866765
ISIC_0807283,1.6200505e-06
ISIC_0807404,0.003196697
ISIC_0808861,0.00027338197
ISIC_0809377,0.0016692448
ISIC_0809747,0.00020168952
ISIC_0810336,0.015736965
ISIC_0810894,0.0090475455
ISIC_0811323,1.5477415e-05
ISIC_0813138,0.005125253
ISIC_0813352,0.00039814072
ISIC_0814613,1.4058299e-05
ISIC_0816087,6.4147116e-07
ISIC_0816173,0.0026791445
ISIC_0817883,6.7931804e-05
ISIC_0818301,0.00022192951
ISIC_0821277,0.0010891976
ISIC_0821445,0.0008489926
ISIC_0821598,0.00061947067
ISIC_0822581,1.8715118e-05
ISIC_0823047,0.00022182935
ISIC_0823591,7.5912294e-06
ISIC_0824050,3.434613e-05
ISIC_0825029,0.0002029173
ISIC_0825725,0.009630639
ISIC_0829859,8.3222716e-07
ISIC_0830589,7.65799e-06
ISIC_0834674,0.0002560863
ISIC_0835778,4.160668e-05
ISIC_0836745,0.0007025411
ISIC_0839044,0.025464173
ISIC_0839368,0.0002771159
ISIC_0840535,0.0016873962
ISIC_0840661,0.0001709505
ISIC_0841028,0.15243298
ISIC_0842398,0.00013848803
ISIC_0842798,0.005103299
ISIC_0843175,7.130646e-05
ISIC_0843626,3.337663e-05
ISIC_0844546,1.1549699e-07
ISIC_0844930,1.5332571e-05
ISIC_0844952,0.080012664
ISIC_0845696,0.013430224
ISIC_0848406,0.0003316574
ISIC_0848986,1.0082917e-08
ISIC_0851144,0.00018032384
ISIC_0852759,0.004646031
ISIC_0853184,0.0019611232
ISIC_0853566,0.00084997935
ISIC_0853893,0.0004901879
ISIC_0854582,4.1060514e-07
ISIC_0855262,0.000515119
ISIC_0856987,4.368145e-06
